Survey ID,Gender,Age,Own or rent,Dwelling type,Dwelling type Other,Area of College Station,Highest level of education you have completed,Years have you lived in College Station,Survey source,Attend Blinn College or Texas A&M,Number of people age 19 and older in household,City employee,Importance of attracting business and jobs,Importance of attracting tourism,Importance of programs to retain and support existing businesses,Importance of enforcing traffic laws,Importance of code enforcement services,Importance of educating the public on crime prevention,Importance of animal control services,Importance of maintaining streets and roads,"Importance of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Importance of managing traffic congestion,Importance of maintaining appearance of parks,Importance of providing a variety of recreation youth programs,Importance of providing a variety of adult recreation programs,Importance of library services,Importance of senior citizen services,"Importance of special events (Starlight Music Series, Christmas in the Park, etc.)",Importance of managing trash and recycling collection,Importance of managing stormwater drainage,Importance of police department services,Importance of fire department Services,Top 3 most important - attracting business and jobs,Top 3 most important - attracting tourism,Top 3 most important - programs to retain and support existing businesses,Top 3 most important - enforcing traffic laws,Top 3 most important - code enforcement services,Top 3 most important - educating the public on crime prevention,Top 3 most important - animal control services,Top 3 most important - maintaining streets and roads,"Top 3 most important - biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Top 3 most important - managing traffic congestion,Top 3 most important - maintaining appearance of parks,Top 3 most important - providing a variety of recreation youth programs,Top 3 most important - providing a variety of adult recreation programs,Top 3 most important - library services,Top 3 most important - senior citizen services,"Top 3 most important - special events (Starlight Music Series, Christmas in the Park, etc.)",Top 3 most important - managing trash and recycling collection,Top 3 most important - managing stormwater drainage,Top 3 most important - police department services,Top 3 most important - fire department Services,No first choice for top 3 service,No second choice for top 3 service,No third choice for top 3 service,Quality of attracting business and jobs,Quality of attracting tourism,Quality of programs to retain and support existing businesses,Quality of enforcing traffic laws,Quality of code enforcement services,Quality of educating the public on crime prevention,Quality of animal control services,Quality of maintaining streets and roads,"Quality of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Quality of managing traffic congestion,Quality of maintaining appearance of parks,Quality of providing a variety of recreation youth programs,Quality of providing a variety of adult recreation programs,Quality of library services,Quality of senior citizen services,"Quality of special events (Starlight Music Series, Christmas in the Park, etc.)",Quality of managing trash and recycling collection,Quality of managing stormwater drainage,Quality of police department services,Quality of fire department Services,Quality of water services,Quality of wastewater services (sewer),Quality of electric utility services,Additional comments about specific city services or departments,Rate College Station as a place to live,Rate your neighborhood as a place to live,Rate College Station as a place to raise a family,Rate College Station as a place to do business,Rate College Station as a place to work,Rate College Station as a place to retire,Rate College Station's overall image/reputation,Rate the value of services you receive for your tax dollars,Rate the overall quality of city services,What do you value MOST about living in College Station?,"If you could change ONE THING about College Station, what would it be",What would you say should be College Station's highest priority,What types of retail and commercial development would you like to see in College Station,How likely are you to recommend College Station as a place to live,"Agree with this statement, College Station is moving in the right direction as a community",Importance of availability of open space,How could the city's customer service be improved,Importance of quality shopping opportunities,Importance of overall appearance of college station,Importance of appearance of neighborhoods,Importance of availability of medical/health care facilities,Importance of recreational opportunities,Importance of educational opportunities,Importance of entertainment opportunities,Importance of cultural activities,Importance of opportunities to participate in local government,Importance of ease of car travel around town,Importance of job opportunities,Importance of business opportunities,"Importance of support of sustainability, environmental and green issues",Importance of volunteer opportunities,Importance of quality of business and service establishments,Importance of quality of new development,Importance of ease of bicycle travel around town,Importance of sense of community,Importance of availability of quality affordable housing,Top 3 most important -  quality shopping opportunities,Top 3 most important -  overall appearance of college station,Top 3 most important -  appearance of neighborhoods,Top 3 most important -  availability of medical/health care facilities,Top 3 most important -  recreational opportunities,Top 3 most important -  educational opportunities,Top 3 most important -  entertainment opportunities,Top 3 most important -  cultural activities,Top 3 most important -  opportunities to participate in local government,Top 3 most important -  ease of car travel around town,Top 3 most important -  job opportunities,Top 3 most important -  business opportunities,"Top 3 most important -  support of sustainability, environmental and green issues",Top 3 most important -  volunteer opportunities,Top 3 most important -  quality of business and service establishments,Top 3 most important -  quality of new development,Top 3 most important -  availability of open space,Top 3 most important -  ease of bicycle travel around town,Top 3 most important -  sense of community,Top 3 most important -  availability of quality affordable housing,No first choice for top 3 community characteristic,No second choice for top 3 community characteristic,No third choice for top 3 community characteristic,Have you had any contact with a city employee(s) in the last 12 months,"Impression with the city employee(s) regarding their courtesy, knowledge and responsiveness",How safe do you feel in your neighborhood,Do you think crime in College Station is increasing or decreasing,Information preference about city government activities - city website (cstx.gov),Information preference about city government activities - local newspapers,Information preference about city government activities - city cable channel (Ch. 19),Information preference about city government activities - Local radio stations,Information preference about city government activities - Utility bill newsletter,Information preference about city government activities - Local TV stations,"Information preference about city government activities - Social media (Facebok, Twitter, etc.)",Information preference about city government activities - Other,Information preference Other,Top 3 communication method - city website (cstx.gov),Top 3 communication method - local newspapers,Top 3 communication method - city cable channel (Ch. 19),Top 3 communication method - local radio stations,Top 3 communication method - utility bill newsletter,Top 3 communication method - local TV stations,"Top 3 communication method - social media (Facebok, Twitter, etc.)",No first choice for top 3 communication method,No second choice for top 3 communication method,No third choice for top 3 communication method,"Do you receive enough information about city programs, activities and events?",How could the city improve its public communication efforts?,Rate quality of Southwood Community Center,Rate quality of Lincoln Recreation Center,Rate quality of College Station City Hall,Rate quality of Municipal Court,Importance for for the city to provide additional facilities for senior activities and programs,Importance for for the city to provide additional facilities for youth activities and programs,Importance for for the city to provide additional facilities for community meeting and activity space,Importance for for the city to provide additional facilities for city of ces and services,Additional comments about College Station's municipal buildings and facilities,Age groups represented by children in household first choice,Age groups represented by children in household second choice,Age groups represented by children in household third choice,Age groups represented by children in household fourth choice,location
102,Female,24 or under,Rent,Apartment,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,Four,No,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,,,,,,,,,2,1,,,,,,,,,3,,,,,Good,No Opinion,Good,Fair,Good,Poor,Fair,Poor,Poor,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Good,Good,Good,Good,Good,Good,Good,Good,Good,It's a good community that's not too big and not too small.,Improving the roadways and traffic.,Improving the roadways and traffic.,A better mall.,1,1,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,3,,,,2,,,,1,,,,,,,,,,,,,No,,Very Safe,Don't Know,Utility bill newsletter,,,,,,,,,,2,,,3,,1,,,,No,Find a better way to reach out to the college community,Excellent,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
103,Male,25-34,Rent,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,7 to 10 years,Online,Neither,Two,No,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,2,,,,,,,3,,1,,,,,,,,,,,,,,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Excellent,Good,Good,Good,No Opinion,Good,Excellent,Excellent,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,The small town feel,"Traffic, and not just on game days. Maybe HWY 6 needs to be three lanes through B/CS and even having a higher speed, no stop, route going east to west would be great, too.","Preventing traffic congestion as the city grows, BEFORE it becomes a problem",I'm not sure,1,1,2,,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,,2,3,,,,,,,1,,,,,,,,,,,,,,No,,Very Safe,Don't Know,Local radio stations,Utility bill newsletter,"Social media (Facebook, Twitter, etc.)",,,,,,,3,,,,2,,1,,,,Yes,Not sure,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Nope,,,,,"(30.5319423, -96.2972832)"
104,Female,24 or under,Rent,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,More than 20 years,Online,Texas A&M,Two,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,2,1,,,,,,,,,,,,,,Fair,Poor,Good,Fair,Good,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Fair,Fair,Poor,Good,Fair,Fair,Fair,Excellent,Excellent,Poor,n/a,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,I value that the City of College Station is always trying to get input from the citizens that live here. It's nice to feel like we have a voice.,That its increasing outwards instead of trying to condense. I like the idea of having a walkable city and with the city growing outward it is becoming nearly impossible to have a walkable city.,Roads! The roads in some neighborhoods are pretty bad. I like that the city has tried to make the area more biker friendly but now we need to work on being walker friendly as well.,I like that we are starting to build mixed use areas in multi-level buildings and that we are building on vacant lots. We need to work on not expanding as much and on condensing. I think that will help with making the area more walker friendly.,2,2,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,2,,,1,,,,,,3,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Increasing,City website (cstx.gov),Local newspapers,Local radio stations,Utility bill newsletter,Local TV stations,"Social media (Facebook, Twitter, etc.)",Other,,text messages,,,,3,2,,1,,,,No,text messages or emails. Everyone reads their text messages and emails.,Fair,Poor,Fair,Fair,Very Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
105,Female,24 or under,Rent,Apartment,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,One,No,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,3,,,,,2,1,,,,,,,,,,,,,,Good,Poor,No Opinion,Fair,Fair,No Opinion,No Opinion,Good,Fair,Poor,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Fair,Good,Good,No Opinion,No Opinion,No Opinion,,Good,Fair,Excellent,Excellent,Good,Excellent,Good,Good,Good,,,Maintaining a sense of community with the onslaught of the college students who temporarily live in College Station.,Multifamily housing ,2,2,1,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,3,,,2,,,,,,,,,,,,,,,,1,,,,No,,Somewhat Safe,Don't Know,City website (cstx.gov),Local newspapers,Local TV stations,,,,,,,1,3,,,2,,,,,,Yes,,No Opinion,No Opinion,Good,No Opinion,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,,None under 19 in household,,,,"(30.595071, -96.329426)"
106,Male,24 or under,Rent,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,3 to  years,Online,Texas A&M,One,No,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,1,,,,,,,,,2,,,,,Good,Good,Good,No Opinion,Good,Fair,Good,Poor,Good,Poor,Good,Fair,Fair,No Opinion,No Opinion,No Opinion,Fair,Fair,Good,Good,Good,Good,Good,,Good,Fair,Fair,Good,Good,Good,Good,Poor,Fair,The aggie family and young population,I would add newer and cheaper housing options for students near campus,police giving tickets,outdoor stores,2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,,3,,,,,,,,,2,,,,,,,,,1,,,,Yes,Excellent,Somewhat Safe,Staying the Same,Local radio stations,,,,,,,,,1,,,2,,,3,,,,No,,Good,Good,Good,Good,Somewhat Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.595071, -96.329426)"
107,Female,35-44,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,,11 to 20 years,Online,Neither,Three,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,,3,2,1,,,,Excellent,Excellent,No Opinion,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,1,1,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,3,,2,,,,,,,,,,,,,,,1,,,,,No,,Very Safe,Increasing,City website (cstx.gov),Local newspapers,Local radio stations,"Social media (Facebook, Twitter, etc.)",,,,,,3,,,,,2,1,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Very Important,Very Important,, to 12 years old,,,,"(30.639968, -96.2746347)"
108,Male,45-54,Rent,Condominium,,Area B - North of Bird Pond Rd and East of Texas Ave.,,Less than 3 years,Online,Neither,,No,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,1,,,,,,,,,,,,2,,,,,,3,,,,,Good,Fair,Good,Good,Good,Fair,Excellent,Excellent,Excellent,Good,Excellent,Good,Fair,Good,Good,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,I would like to see public restroom at the dog parks.,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Good,Safety and having beautiful parks. (LOVE the dog parks!!!),More events/entertainment for adults. Would like to have a venue where national touring acts(music) could perform.,Crime prevention.,I would like to see a live music venue that supports rock and roll musicians.,1,1,1,N/A - Keep up the good work!,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,,3,,,,2,,,,,1,,,,,,,,,,,,Yes,Excellent,Very Safe,Don't Know,City website (cstx.gov),Local TV stations,,,,,,,,1,,3,,,2,,,,,Yes,Mail out calendars each month,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,N/A,None under 19 in household,,,,"(30.639968, -96.2746347)"
109,Female,24 or under,Rent,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,3 to  years,Online,Texas A&M,Two,No,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,1,,,,,,,,,,,2,3,,,,No Opinion,No Opinion,No Opinion,Good,Good,Poor,No Opinion,Good,Fair,Good,Excellent,No Opinion,No Opinion,No Opinion,No Opinion,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,1,1,3,,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,,,,2,,,3,,,1,,,,,,,,,,,,,,Yes,Excellent,Very Safe,Staying the Same,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,3,2,,1,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
110,Female,24 or under,Rent,Apartment,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated college,Less than 3 years,Online,Texas A&M,Two,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,2,,,,,,,3,,,,,,,,,,1,,,,,,Excellent,Fair,Excellent,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,No,Good,Good,Excellent,Excellent,Excellent,Poor,Good,Good,Good,I love how everything is so accessible and not far from each other.,It would be nothing honestly,Their highest priority should be the people.,More clothing and recreational places.,2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,1,,,,,,3,2,,,,,,,,,,,,,No,,Somewhat Safe,Don't Know,Other,,,,,,,,,,,,2,,3,1,,,,No,n/a,Fair,Fair,Fair,Fair,Very Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
115,Female,65 or older,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Some college or technical school,More than 20 years,Online,Neither,One,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,,,3,,,,,,,,,,,,,,,,2,1,,,,Excellent,Excellent,Good,Excellent,Good,Fair,Good,Good,Good,Excellent,Good,Good,Good,Good,Good,Fair,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Fair,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good variety of activities for retirees.,Stricter neighborhood zoning. Mixing students with families leads to conflicts.,Excellent police and fire depts.,Larger variety of clothing stores.,1,1,1,I have not had any bad experiences with city depts or employees.,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,,2,,,,,,,,3,,1,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Increasing,Local newspapers,Local TV stations,,,,,,,,,1,,,3,2,,,,,Yes,Longer lead time on upcoming events.,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Very Important,Somewhat Important,,None under 19 in household,,,,"(30.595071, -96.329426)"
111,Male,65 or older,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,,More than 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,,,,,,,,3,,2,1,,,,No Opinion,No Opinion,No Opinion,Good,Fair,Good,Good,Good,No Opinion,Good,Excellent,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Excellent,No Opinion,Good,Good,Good,Good,Good,College Station is a great place to live and does a wonderful job of most services.,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,The city has 99% of the advantages of large cities while maintaining a community atmosphere. Plus we greatly value the centrality of location in regard to the major metropolitan cities of Texas.,Can't think of anything.,"The health, safety, and quality of life for all of its citizens.",No suggestions.,1,1,1,No suggestions,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,,3,,1,,,,,,,,,,,,,,,2,,,,,Yes,Excellent,Somewhat Safe,Increasing,Local newspapers,Local TV stations,,,,,,,,,2,,3,,1,,,,,Yes,No suggestion,No Opinion,Fair,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,No,None under 19 in household,,,,"(30.595071, -96.329426)"
112,Male,24 or under,Rent,Apartment,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,Two,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,3,,,,2,,,,,,,,1,,,,Fair,Poor,Fair,Good,Good,No Opinion,Fair,Poor,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Need more bike lanes,Good,Excellent,Good,Good,Good,Poor,Good,Poor,Fair,"Quiet, safe neighborhoods. Expect for those hoodlem kids who tried to steal my bike! Not cool.",Tailor it more to the youth! There's nothing to do except waste my money at northgate,Making it cool,surprise me,2,2,1,dont know,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,1,2,,,,,,,,3,,,,,,,,,,,Yes,Excellent,Somewhat Safe,Staying the Same,City website (cstx.gov),,,,,,,,,1,,2,3,,,,,,,Yes,idk,No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Very Important,Very Important,yeah where are they lol,None under 19 in household,,,,"(30.639968, -96.2746347)"
113,Male,45-54,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,11 to 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,2,,,3,,,,,1,,,,,,,Good,Fair,Good,Good,Good,Good,Good,Good,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,Good,Good,Good,,Good,Good,Good,Good,Excellent,Fair,Fair,Good,Good,"The multicultural, highly educated level of its citizens",Make it more walkable,Make sure its rapid growth is sustainable and that the traffic will not increase too much,Cannot think of any. Anything that would bring more cultural events. A nice theater would be nice,2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,3,,,,,2,,,,,,1,,,,,,,,,,,No,,Very Safe,Staying the Same,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,2,,,,3,1,,,,Yes,Facebook!,Fair,Fair,No Opinion,Fair,Very Important,Very Important,Somewhat Important,Somewhat Important,no,Under  years old, to 12 years old,,,"(30.5319423, -96.2972832)"
114,Female,24 or under,Rent,Apartment,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,Four,No,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,2,,,,3,,1,,,,,,,,,,,,,,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,n/a,Good,Good,Good,Good,Good,Good,Good,Good,Good,Everything is close to where I live.,The traffic congestion is horrible because there are too many people living here.,Road recovery,"More entertainment places, such as a mini golf course or of the like",4,2,2,,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,,,2,,,,1,,,,,3,,,,,,,,,,,No,,Somewhat Safe,Staying the Same,City website (cstx.gov),Local newspapers,City cable channel (Ch. 1),Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,3,,,,,2,1,,,,No,Posters and fliers on campus at Texas A&I'm,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,n/a,None under 19 in household,,,,"(30.595071, -96.329426)"
